transaction_id,order_id,order_date,customer_id,product_id,quantity,unit_price,discount,sales_amount,cost_amount,profit,payment_method,region_id
TXN-101063,ORD-10343,2025-10-12,CUST-00209,PRD-1028,1,939.0,0.0,939.0,709.62,229.38,Credit Card,REG-05
TXN-101064,ORD-10344,2024-11-25,CUST-00210,PRD-1622,1,689.0,0.05,654.55,382.71,271.84,Credit Card,REG-05
TXN-101065,ORD-10344,2024-11-25,CUST-00210,PRD-1047,1,949.0,0.05,901.55,655.1,246.45,Credit Card,REG-05
TXN-101066,ORD-10344,2024-11-25,CUST-00210,PRD-1619,3,499.0,0.0,1497.0,768.99,728.01,Credit Card,REG-05
TXN-101067,ORD-10345,2025-07-21,CUST-00211,PRD-1711,1,530.0,0.0,530.0,293.64,236.36,UPI,REG-04
TXN-101068,ORD-10345,2025-07-21,CUST-00211,PRD-1168,1,609.0,0.05,578.55,436.07,142.48,UPI,REG-04
TXN-101069,ORD-10345,2025-07-21,CUST-00211,PRD-1917,1,390.0,0.0,390.0,206.32,183.68,UPI,REG-04
TXN-101070,ORD-10345,2025-07-21,CUST-00211,PRD-2052,2,660.0,0.0,1320.0,632.42,687.58,UPI,REG-04
TXN-101071,ORD-10345,2025-07-21,CUST-00211,PRD-1907,1,520.0,0.0,520.0,315.75,204.25,UPI,REG-04
TXN-101072,ORD-10346,2024-11-25,CUST-00212,PRD-1271,1,1039.0,0.05,987.05,455.3,531.75,Credit Card,REG-02
TXN-101073,ORD-10346,2024-11-25,CUST-00212,PRD-1581,1,629.0,0.15,534.65,350.53,184.12,Credit Card,REG-02
TXN-101074,ORD-10346,2024-11-25,CUST-00212,PRD-2059,1,170.0,0.05,161.5,101.59,59.91,Credit Card,REG-02
TXN-101075,ORD-10346,2024-11-25,CUST-00212,PRD-1286,1,989.0,0.0,989.0,439.88,549.12,Credit Card,REG-02
TXN-101076,ORD-10347,2025-11-03,CUST-00213,PRD-1918,1,130.0,0.0,130.0,76.79,53.21,Credit Card,REG-01
TXN-101077,ORD-10347,2025-11-03,CUST-00213,PRD-1009,1,539.0,0.05,512.05,400.28,111.77,Credit Card,REG-01
TXN-101078,ORD-10348,2025-08-16,CUST-00214,PRD-1004,1,1789.0,0.1,1610.1,1318.73,291.37,UPI,REG-02
TXN-101079,ORD-10348,2025-08-16,CUST-00214,PRD-1822,2,360.0,0.0,720.0,352.18,367.82,UPI,REG-02
TXN-101080,ORD-10348,2025-08-16,CUST-00214,PRD-1825,1,460.0,0.0,460.0,259.63,200.37,UPI,REG-02
TXN-101081,ORD-10348,2025-08-16,CUST-00214,PRD-1867,1,690.0,0.05,655.5,440.11,215.39,UPI,REG-02
TXN-101082,ORD-10348,2025-08-16,CUST-00214,PRD-2084,1,650.0,0.0,650.0,344.04,305.96,UPI,REG-02
TXN-101083,ORD-10348,2025-08-16,CUST-00214,PRD-1100,1,329.0,0.1,296.1,240.25,55.85,UPI,REG-02
TXN-101084,ORD-10349,2024-05-02,CUST-00215,PRD-1199,1,859.0,0.15,730.15,460.0,270.15,UPI,REG-01
TXN-101085,ORD-10349,2024-05-02,CUST-00215,PRD-2040,2,890.0,0.05,1691.0,903.08,787.92,UPI,REG-01
TXN-101086,ORD-10350,2025-02-23,CUST-00215,PRD-1150,2,1149.0,0.1,2068.2,1591.54,476.66,Net Banking,REG-01
TXN-101087,ORD-10350,2025-02-23,CUST-00215,PRD-1707,1,840.0,0.1,756.0,522.93,233.07,Net Banking,REG-01
TXN-101088,ORD-10350,2025-02-23,CUST-00215,PRD-1515,1,500.0,0.05,475.0,269.95,205.05,Net Banking,REG-01
TXN-101089,ORD-10350,2025-02-23,CUST-00215,PRD-1071,1,2099.0,0.05,1994.05,1391.24,602.81,Net Banking,REG-01
TXN-101090,ORD-10350,2025-02-23,CUST-00215,PRD-1252,2,1059.0,0.15,1800.3,1128.68,671.62,Net Banking,REG-01
TXN-101091,ORD-10350,2025-02-23,CUST-00215,PRD-1503,1,250.0,0.05,237.5,132.34,105.16,Net Banking,REG-01
TXN-101092,ORD-10351,2025-08-31,CUST-00215,PRD-1966,1,150.0,0.1,135.0,96.04,38.96,Net Banking,REG-01
TXN-101093,ORD-10351,2025-08-31,CUST-00215,PRD-1744,1,890.0,0.0,890.0,492.32,397.68,Net Banking,REG-01
TXN-101094,ORD-10351,2025-08-31,CUST-00215,PRD-1626,1,279.0,0.0,279.0,174.63,104.37,Net Banking,REG-01
TXN-101095,ORD-10351,2025-08-31,CUST-00215,PRD-1475,2,660.0,0.0,1320.0,689.86,630.14,Net Banking,REG-01
TXN-101096,ORD-10352,2025-11-10,CUST-00215,PRD-1265,1,529.0,0.15,449.65,277.67,171.98,UPI,REG-01
TXN-101097,ORD-10352,2025-11-10,CUST-00215,PRD-1101,1,1039.0,0.0,1039.0,671.45,367.55,UPI,REG-01
TXN-101098,ORD-10353,2025-12-23,CUST-00215,PRD-1378,1,1090.0,0.15,926.5,731.3,195.2,EMI / PayLater,REG-01
TXN-101099,ORD-10353,2025-12-23,CUST-00215,PRD-1025,1,559.0,0.1,503.1,420.08,83.02,EMI / PayLater,REG-01
TXN-101100,ORD-10353,2025-12-23,CUST-00215,PRD-1179,3,279.0,0.05,795.15,554.79,240.36,EMI / PayLater,REG-01
TXN-101101,ORD-10354,2024-08-11,CUST-00216,PRD-1404,1,1030.0,0.05,978.5,634.55,343.95,UPI,REG-03
TXN-101102,ORD-10354,2024-08-11,CUST-00216,PRD-1388,2,1160.0,0.15,1972.0,1195.16,776.84,UPI,REG-03
TXN-101103,ORD-10354,2024-08-11,CUST-00216,PRD-1038,1,229.0,0.0,229.0,168.76,60.24,UPI,REG-03
TXN-101104,ORD-10355,2024-01-12,CUST-00217,PRD-1584,2,429.0,0.05,815.1,531.28,283.82,UPI,REG-03
TXN-101105,ORD-10355,2024-01-12,CUST-00217,PRD-1538,2,770.0,0.0,1540.0,827.2,712.8,UPI,REG-03
TXN-101106,ORD-10355,2024-01-12,CUST-00217,PRD-1067,2,339.0,0.0,678.0,456.58,221.42,UPI,REG-03
TXN-101107,ORD-10356,2024-01-18,CUST-00217,PRD-2109,1,570.0,0.0,570.0,358.66,211.34,UPI,REG-03
TXN-101108,ORD-10356,2024-01-18,CUST-00217,PRD-1085,2,1069.0,0.05,2031.1,1539.6,491.5,UPI,REG-03
TXN-101109,ORD-10357,2024-04-04,CUST-00217,PRD-1969,2,160.0,0.0,320.0,199.96,120.04,Debit Card,REG-03
TXN-101110,ORD-10357,2024-04-04,CUST-00217,PRD-1001,1,1469.0,0.1,1322.1,979.51,342.59,Debit Card,REG-03
TXN-101111,ORD-10357,2024-04-04,CUST-00217,PRD-2007,1,200.0,0.05,190.0,124.93,65.07,Debit Card,REG-03
TXN-101112,ORD-10357,2024-04-04,CUST-00217,PRD-1017,1,929.0,0.1,836.1,634.92,201.18,Debit Card,REG-03
TXN-101113,ORD-10358,2025-09-27,CUST-00217,PRD-1819,1,300.0,0.05,285.0,125.52,159.48,Credit Card,REG-03
TXN-101114,ORD-10358,2025-09-27,CUST-00217,PRD-1327,1,989.0,0.2,791.2,420.06,371.14,Credit Card,REG-03
TXN-101115,ORD-10358,2025-09-27,CUST-00217,PRD-1789,1,420.0,0.0,420.0,176.7,243.3,Credit Card,REG-03
TXN-101116,ORD-10359,2025-03-14,CUST-00218,PRD-1370,1,940.0,0.05,893.0,528.35,364.65,UPI,REG-02
TXN-101117,ORD-10359,2025-03-14,CUST-00218,PRD-1060,2,649.0,0.05,1233.1,850.58,382.52,UPI,REG-02
TXN-101118,ORD-10359,2025-03-14,CUST-00218,PRD-1834,2,270.0,0.1,486.0,259.68,226.32,UPI,REG-02
TXN-101119,ORD-10360,2025-03-18,CUST-00218,PRD-1061,1,269.0,0.05,255.55,180.21,75.34,UPI,REG-02
TXN-101120,ORD-10360,2025-03-18,CUST-00218,PRD-2071,3,170.0,0.05,484.5,248.94,235.56,UPI,REG-02
TXN-101121,ORD-10361,2025-04-23,CUST-00219,PRD-1044,1,1509.0,0.0,1509.0,974.84,534.16,Cash on Delivery,REG-02
TXN-101122,ORD-10361,2025-04-23,CUST-00219,PRD-1456,1,760.0,0.05,722.0,406.56,315.44,Cash on Delivery,REG-02
TXN-101123,ORD-10361,2025-04-23,CUST-00219,PRD-1766,1,1030.0,0.05,978.5,618.52,359.98,Cash on Delivery,REG-02
TXN-101124,ORD-10361,2025-04-23,CUST-00219,PRD-1360,1,200.0,0.05,190.0,101.48,88.52,Cash on Delivery,REG-02
TXN-101125,ORD-10361,2025-04-23,CUST-00219,PRD-1185,1,1159.0,0.0,1159.0,516.14,642.86,Cash on Delivery,REG-02
TXN-101126,ORD-10362,2024-12-01,CUST-00220,PRD-1821,1,280.0,0.0,280.0,143.43,136.57,UPI,REG-03
TXN-101127,ORD-10362,2024-12-01,CUST-00220,PRD-1860,1,320.0,0.0,320.0,153.93,166.07,UPI,REG-03
TXN-101128,ORD-10363,2025-09-08,CUST-00221,PRD-2072,2,160.0,0.05,304.0,183.8,120.2,UPI,REG-02
TXN-101129,ORD-10363,2025-09-08,CUST-00221,PRD-1341,1,720.0,0.0,720.0,435.91,284.09,UPI,REG-02
TXN-101130,ORD-10363,2025-09-08,CUST-00221,PRD-1487,1,170.0,0.15,144.5,74.96,69.54,UPI,REG-02
TXN-101131,ORD-10364,2024-02-11,CUST-00222,PRD-1328,1,669.0,0.05,635.55,399.35,236.2,Credit Card,REG-04
TXN-101132,ORD-10364,2024-02-11,CUST-00222,PRD-1224,1,1039.0,0.1,935.1,505.12,429.98,Credit Card,REG-04
TXN-101133,ORD-10364,2024-02-11,CUST-00222,PRD-1809,2,370.0,0.1,666.0,391.84,274.16,Credit Card,REG-04
TXN-101134,ORD-10364,2024-02-11,CUST-00222,PRD-1305,1,1059.0,0.0,1059.0,508.05,550.95,Credit Card,REG-04
TXN-101135,ORD-10365,2025-06-27,CUST-00223,PRD-1399,2,950.0,0.15,1615.0,935.6,679.4,UPI,REG-02
TXN-101136,ORD-10365,2025-06-27,CUST-00223,PRD-1372,1,750.0,0.1,675.0,407.06,267.94,UPI,REG-02
TXN-101137,ORD-10366,2025-07-22,CUST-00223,PRD-1751,1,860.0,0.15,731.0,495.94,235.06,UPI,REG-02
TXN-101138,ORD-10366,2025-07-22,CUST-00223,PRD-2064,2,410.0,0.1,738.0,487.06,250.94,UPI,REG-02
TXN-101139,ORD-10366,2025-07-22,CUST-00223,PRD-1685,1,590.0,0.0,590.0,363.56,226.44,UPI,REG-02
TXN-101140,ORD-10367,2025-11-26,CUST-00223,PRD-1447,1,720.0,0.05,684.0,439.86,244.14,UPI,REG-02
TXN-101141,ORD-10367,2025-11-26,CUST-00223,PRD-1852,2,340.0,0.2,544.0,313.58,230.42,UPI,REG-02
TXN-101142,ORD-10367,2025-11-26,CUST-00223,PRD-1651,1,769.0,0.05,730.55,479.74,250.81,UPI,REG-02
TXN-101143,ORD-10367,2025-11-26,CUST-00223,PRD-1052,1,829.0,0.0,829.0,584.6,244.4,UPI,REG-02
TXN-101144,ORD-10368,2024-08-13,CUST-00224,PRD-1081,2,219.0,0.1,394.2,302.1,92.1,UPI,REG-04
TXN-101145,ORD-10368,2024-08-13,CUST-00224,PRD-1033,1,269.0,0.1,242.1,176.43,65.67,UPI,REG-04
TXN-101146,ORD-10369,2025-09-01,CUST-00225,PRD-1431,2,620.0,0.0,1240.0,669.58,570.42,UPI,REG-04
TXN-101147,ORD-10369,2025-09-01,CUST-00225,PRD-1927,1,610.0,0.05,579.5,395.79,183.71,UPI,REG-04
TXN-101148,ORD-10369,2025-09-01,CUST-00225,PRD-1279,1,999.0,0.1,899.1,444.47,454.63,UPI,REG-04
TXN-101149,ORD-10370,2025-09-17,CUST-00225,PRD-1350,3,370.0,0.0,1110.0,568.17,541.83,UPI,REG-04
TXN-101150,ORD-10370,2025-09-17,CUST-00225,PRD-2049,1,440.0,0.1,396.0,270.55,125.45,UPI,REG-04
TXN-101151,ORD-10370,2025-09-17,CUST-00225,PRD-1945,3,240.0,0.0,720.0,502.62,217.38,UPI,REG-04
TXN-101152,ORD-10370,2025-09-17,CUST-00225,PRD-1682,1,1010.0,0.1,909.0,560.1,348.9,UPI,REG-04
TXN-101153,ORD-10370,2025-09-17,CUST-00225,PRD-1234,1,609.0,0.1,548.1,279.41,268.69,UPI,REG-04
TXN-101154,ORD-10371,2025-04-10,CUST-00226,PRD-1100,1,329.0,0.0,329.0,240.25,88.75,UPI,REG-01
TXN-101155,ORD-10371,2025-04-10,CUST-00226,PRD-1014,1,339.0,0.1,305.1,219.65,85.45,UPI,REG-01
TXN-101156,ORD-10372,2025-06-17,CUST-00226,PRD-1091,1,219.0,0.0,219.0,150.87,68.13,Debit Card,REG-01
TXN-101157,ORD-10372,2025-06-17,CUST-00226,PRD-1259,1,299.0,0.0,299.0,173.97,125.03,Debit Card,REG-01
TXN-101158,ORD-10373,2025-08-29,CUST-00226,PRD-1540,1,630.0,0.0,630.0,324.61,305.39,Credit Card,REG-01
TXN-101159,ORD-10373,2025-08-29,CUST-00226,PRD-1055,1,1019.0,0.0,1019.0,677.06,341.94,Credit Card,REG-01
TXN-101160,ORD-10374,2025-10-21,CUST-00226,PRD-1116,1,889.0,0.05,844.55,589.34,255.21,Net Banking,REG-01
TXN-101161,ORD-10374,2025-10-21,CUST-00226,PRD-1154,2,859.0,0.0,1718.0,1196.88,521.12,Net Banking,REG-01
TXN-101162,ORD-10374,2025-10-21,CUST-00226,PRD-1639,1,999.0,0.0,999.0,510.85,488.15,Net Banking,REG-01
TXN-101163,ORD-10375,2025-05-01,CUST-00227,PRD-1618,1,819.0,0.15,696.15,449.54,246.61,Net Banking,REG-04
TXN-101164,ORD-10375,2025-05-01,CUST-00227,PRD-1539,1,590.0,0.0,590.0,239.86,350.14,Net Banking,REG-04
TXN-101165,ORD-10376,2025-07-09,CUST-00227,PRD-1218,1,889.0,0.0,889.0,449.27,439.73,UPI,REG-04
TXN-101166,ORD-10376,2025-07-09,CUST-00227,PRD-1336,1,399.0,0.05,379.05,236.27,142.78,UPI,REG-04
TXN-101167,ORD-10376,2025-07-09,CUST-00227,PRD-1082,3,329.0,0.1,888.3,679.02,209.28,UPI,REG-04
TXN-101168,ORD-10377,2025-08-19,CUST-00227,PRD-1194,1,789.0,0.05,749.55,434.57,314.98,UPI,REG-04
TXN-101169,ORD-10377,2025-08-19,CUST-00227,PRD-2029,1,300.0,0.0,300.0,156.96,143.04,UPI,REG-04
TXN-101170,ORD-10377,2025-08-19,CUST-00227,PRD-2179,2,610.0,0.0,1220.0,592.98,627.02,UPI,REG-04
TXN-101171,ORD-10378,2025-12-05,CUST-00227,PRD-1660,2,479.0,0.0,958.0,464.28,493.72,Debit Card,REG-04
TXN-101172,ORD-10378,2025-12-05,CUST-00227,PRD-2062,1,890.0,0.0,890.0,504.7,385.3,Debit Card,REG-04
TXN-101173,ORD-10379,2025-11-01,CUST-00228,PRD-1653,1,1269.0,0.15,1078.65,645.87,432.78,UPI,REG-01
TXN-101174,ORD-10379,2025-11-01,CUST-00228,PRD-1029,1,339.0,0.1,305.1,244.28,60.82,UPI,REG-01
TXN-101175,ORD-10379,2025-11-01,CUST-00228,PRD-2214,2,800.0,0.15,1360.0,980.4,379.6,UPI,REG-01
TXN-101176,ORD-10380,2025-12-17,CUST-00228,PRD-1084,1,439.0,0.0,439.0,305.43,133.57,Net Banking,REG-01
TXN-101177,ORD-10380,2025-12-17,CUST-00228,PRD-1708,2,420.0,0.1,756.0,483.28,272.72,Net Banking,REG-01
TXN-101178,ORD-10380,2025-12-17,CUST-00228,PRD-1220,1,259.0,0.0,259.0,153.38,105.62,Net Banking,REG-01
TXN-101179,ORD-10381,2025-06-08,CUST-00229,PRD-1359,1,1020.0,0.0,1020.0,530.21,489.79,Net Banking,REG-05
TXN-101180,ORD-10381,2025-06-08,CUST-00229,PRD-1657,1,1009.0,0.0,1009.0,538.33,470.67,Net Banking,REG-05
TXN-101181,ORD-10381,2025-06-08,CUST-00229,PRD-1408,1,970.0,0.0,970.0,560.43,409.57,Net Banking,REG-05
TXN-101182,ORD-10382,2024-12-13,CUST-00230,PRD-1218,1,889.0,0.0,889.0,449.27,439.73,UPI,REG-03
TXN-101183,ORD-10382,2024-12-13,CUST-00230,PRD-1300,1,1029.0,0.05,977.55,559.0,418.55,UPI,REG-03
TXN-101184,ORD-10382,2024-12-13,CUST-00230,PRD-1307,1,699.0,0.05,664.05,356.18,307.87,UPI,REG-03
TXN-101185,ORD-10382,2024-12-13,CUST-00230,PRD-2139,2,740.0,0.0,1480.0,885.78,594.22,UPI,REG-03
TXN-101186,ORD-10382,2024-12-13,CUST-00230,PRD-1883,1,320.0,0.05,304.0,155.52,148.48,UPI,REG-03
TXN-101187,ORD-10383,2025-07-07,CUST-00230,PRD-1433,1,800.0,0.0,800.0,538.85,261.15,Debit Card,REG-03
TXN-101188,ORD-10383,2025-07-07,CUST-00230,PRD-1170,1,639.0,0.05,607.05,449.69,157.36,Debit Card,REG-03
TXN-101189,ORD-10384,2025-04-27,CUST-00231,PRD-1903,1,730.0,0.0,730.0,398.94,331.06,Net Banking,REG-02
TXN-101190,ORD-10384,2025-04-27,CUST-00231,PRD-1133,1,599.0,0.05,569.05,400.6,168.45,Net Banking,REG-02
TXN-101191,ORD-10384,2025-04-27,CUST-00231,PRD-1179,3,279.0,0.1,753.3,554.79,198.51,Net Banking,REG-02
TXN-101192,ORD-10384,2025-04-27,CUST-00231,PRD-1331,1,839.0,0.0,839.0,420.34,418.66,Net Banking,REG-02
TXN-101193,ORD-10385,2025-01-21,CUST-00232,PRD-2004,1,330.0,0.0,330.0,234.35,95.65,Debit Card,REG-02
TXN-101194,ORD-10385,2025-01-21,CUST-00232,PRD-1112,1,359.0,0.0,359.0,265.33,93.67,Debit Card,REG-02
TXN-101195,ORD-10385,2025-01-21,CUST-00232,PRD-1104,1,719.0,0.0,719.0,491.99,227.01,Debit Card,REG-02
TXN-101196,ORD-10385,2025-01-21,CUST-00232,PRD-1472,2,780.0,0.05,1482.0,694.62,787.38,Debit Card,REG-02
TXN-101197,ORD-10386,2024-10-31,CUST-00233,PRD-1243,1,599.0,0.05,569.05,355.76,213.29,Credit Card,REG-01
TXN-101198,ORD-10386,2024-10-31,CUST-00233,PRD-1560,1,740.0,0.0,740.0,372.38,367.62,Credit Card,REG-01
TXN-101199,ORD-10387,2025-01-11,CUST-00233,PRD-1425,1,1020.0,0.15,867.0,647.92,219.08,Credit Card,REG-01
TXN-101200,ORD-10387,2025-01-11,CUST-00233,PRD-1407,3,340.0,0.05,969.0,663.93,305.07,Credit Card,REG-01
TXN-101201,ORD-10387,2025-01-11,CUST-00233,PRD-1095,1,509.0,0.05,483.55,355.58,127.97,Credit Card,REG-01
TXN-101202,ORD-10388,2025-05-04,CUST-00233,PRD-1120,2,389.0,0.05,739.1,530.76,208.34,UPI,REG-01
TXN-101203,ORD-10388,2025-05-04,CUST-00233,PRD-1920,2,870.0,0.0,1740.0,879.22,860.78,UPI,REG-01
TXN-101204,ORD-10389,2025-12-27,CUST-00234,PRD-2011,1,230.0,0.1,207.0,148.85,58.15,Credit Card,REG-02
TXN-101205,ORD-10389,2025-12-27,CUST-00234,PRD-1202,2,1009.0,0.1,1816.2,932.2,884.0,Credit Card,REG-02
TXN-101206,ORD-10389,2025-12-27,CUST-00234,PRD-1097,1,519.0,0.05,493.05,393.24,99.81,Credit Card,REG-02
TXN-101207,ORD-10389,2025-12-27,CUST-00234,PRD-1046,1,2059.0,0.15,1750.15,1417.52,332.63,Credit Card,REG-02
TXN-101208,ORD-10390,2025-05-07,CUST-00235,PRD-1609,1,419.0,0.0,419.0,254.76,164.24,UPI,REG-03
TXN-101209,ORD-10390,2025-05-07,CUST-00235,PRD-1755,1,570.0,0.0,570.0,331.84,238.16,UPI,REG-03
TXN-101210,ORD-10390,2025-05-07,CUST-00235,PRD-1338,1,369.0,0.15,313.65,196.46,117.19,UPI,REG-03
TXN-101211,ORD-10391,2025-04-24,CUST-00236,PRD-1703,1,830.0,0.1,747.0,505.99,241.01,UPI,REG-01
TXN-101212,ORD-10391,2025-04-24,CUST-00236,PRD-1751,2,860.0,0.2,1376.0,991.88,384.12,UPI,REG-01
TXN-101213,ORD-10391,2025-04-24,CUST-00236,PRD-2094,1,350.0,0.1,315.0,223.12,91.88,UPI,REG-01
TXN-101214,ORD-10391,2025-04-24,CUST-00236,PRD-1055,1,1019.0,0.0,1019.0,677.06,341.94,UPI,REG-01
TXN-101215,ORD-10392,2025-07-04,CUST-00236,PRD-1163,2,849.0,0.1,1528.2,1233.92,294.28,Debit Card,REG-01
TXN-101216,ORD-10392,2025-07-04,CUST-00236,PRD-1058,1,1639.0,0.2,1311.2,1187.75,123.45,Debit Card,REG-01
TXN-101217,ORD-10393,2025-09-08,CUST-00237,PRD-1987,1,240.0,0.1,216.0,161.39,54.61,UPI,REG-01
TXN-101218,ORD-10393,2025-09-08,CUST-00237,PRD-1873,1,580.0,0.0,580.0,365.19,214.81,UPI,REG-01
TXN-101219,ORD-10393,2025-09-08,CUST-00237,PRD-1567,1,180.0,0.0,180.0,86.38,93.62,UPI,REG-01
TXN-101220,ORD-10394,2025-04-15,CUST-00238,PRD-1071,1,2099.0,0.15,1784.15,1391.24,392.91,Credit Card,REG-04
TXN-101221,ORD-10394,2025-04-15,CUST-00238,PRD-1240,2,1029.0,0.0,2058.0,1163.0,895.0,Credit Card,REG-04
TXN-101222,ORD-10394,2025-04-15,CUST-00238,PRD-1264,1,759.0,0.0,759.0,371.59,387.41,Credit Card,REG-04
TXN-101223,ORD-10394,2025-04-15,CUST-00238,PRD-1550,1,710.0,0.15,603.5,394.28,209.22,Credit Card,REG-04
TXN-101224,ORD-10395,2024-04-15,CUST-00239,PRD-1225,1,1009.0,0.0,1009.0,577.28,431.72,Debit Card,REG-04
TXN-101225,ORD-10395,2024-04-15,CUST-00239,PRD-1062,2,339.0,0.1,610.2,484.42,125.78,Debit Card,REG-04
TXN-101226,ORD-10395,2024-04-15,CUST-00239,PRD-1777,1,400.0,0.0,400.0,208.0,192.0,Debit Card,REG-04
TXN-101227,ORD-10396,2024-09-16,CUST-00239,PRD-1265,1,529.0,0.0,529.0,277.67,251.33,Credit Card,REG-04
TXN-101228,ORD-10396,2024-09-16,CUST-00239,PRD-1426,2,420.0,0.05,798.0,557.16,240.84,Credit Card,REG-04
TXN-101229,ORD-10396,2024-09-16,CUST-00239,PRD-1109,1,789.0,0.05,749.55,552.86,196.69,Credit Card,REG-04
TXN-101230,ORD-10397,2024-05-30,CUST-00240,PRD-1889,1,200.0,0.05,190.0,98.09,91.91,UPI,REG-04
TXN-101231,ORD-10397,2024-05-30,CUST-00240,PRD-1556,1,430.0,0.0,430.0,183.09,246.91,UPI,REG-04
TXN-101232,ORD-10397,2024-05-30,CUST-00240,PRD-2036,2,450.0,0.05,855.0,529.12,325.88,UPI,REG-04
TXN-101233,ORD-10398,2025-08-30,CUST-00241,PRD-1474,1,570.0,0.2,456.0,291.92,164.08,Net Banking,REG-02
TXN-101234,ORD-10398,2025-08-30,CUST-00241,PRD-2105,1,650.0,0.1,585.0,452.9,132.1,Net Banking,REG-02
TXN-101235,ORD-10398,2025-08-30,CUST-00241,PRD-2020,1,260.0,0.15,221.0,158.77,62.23,Net Banking,REG-02
TXN-101236,ORD-10399,2024-08-08,CUST-00242,PRD-1569,1,350.0,0.1,315.0,180.81,134.19,Debit Card,REG-01
TXN-101237,ORD-10399,2024-08-08,CUST-00242,PRD-2091,2,1060.0,0.0,2120.0,1188.62,931.38,Debit Card,REG-01
TXN-101238,ORD-10399,2024-08-08,CUST-00242,PRD-1289,1,619.0,0.1,557.1,346.46,210.64,Debit Card,REG-01
TXN-101239,ORD-10399,2024-08-08,CUST-00242,PRD-1331,1,839.0,0.0,839.0,420.34,418.66,Debit Card,REG-01
TXN-101240,ORD-10399,2024-08-08,CUST-00242,PRD-1039,2,389.0,0.05,739.1,499.3,239.8,Debit Card,REG-01
TXN-101241,ORD-10400,2025-12-22,CUST-00243,PRD-1584,2,429.0,0.0,858.0,531.28,326.72,UPI,REG-01
TXN-101242,ORD-10400,2025-12-22,CUST-00243,PRD-1764,1,700.0,0.0,700.0,438.27,261.73,UPI,REG-01
TXN-101243,ORD-10401,2024-03-22,CUST-00244,PRD-1843,1,320.0,0.05,304.0,153.22,150.78,UPI,REG-01
TXN-101244,ORD-10401,2024-03-22,CUST-00244,PRD-1127,1,1249.0,0.1,1124.1,940.41,183.69,UPI,REG-01
TXN-101245,ORD-10402,2024-04-21,CUST-00244,PRD-1417,1,290.0,0.05,275.5,196.79,78.71,Debit Card,REG-01
TXN-101246,ORD-10402,2024-04-21,CUST-00244,PRD-1150,1,1149.0,0.05,1091.55,795.77,295.78,Debit Card,REG-01
TXN-101247,ORD-10402,2024-04-21,CUST-00244,PRD-1678,1,1259.0,0.0,1259.0,664.18,594.82,Debit Card,REG-01
TXN-101248,ORD-10403,2025-08-09,CUST-00244,PRD-1134,1,1649.0,0.05,1566.55,1172.86,393.69,Net Banking,REG-01
TXN-101249,ORD-10403,2025-08-09,CUST-00244,PRD-2040,1,890.0,0.0,890.0,451.54,438.46,Net Banking,REG-01
TXN-101250,ORD-10404,2025-03-07,CUST-00245,PRD-1198,1,599.0,0.1,539.1,272.05,267.05,Cash on Delivery,REG-03
TXN-101251,ORD-10404,2025-03-07,CUST-00245,PRD-1258,1,519.0,0.15,441.15,262.41,178.74,Cash on Delivery,REG-03
TXN-101252,ORD-10404,2025-03-07,CUST-00245,PRD-1964,3,400.0,0.0,1200.0,789.72,410.28,Cash on Delivery,REG-03
TXN-101253,ORD-10405,2025-09-14,CUST-00246,PRD-1433,1,800.0,0.05,760.0,538.85,221.15,Credit Card,REG-03
TXN-101254,ORD-10405,2025-09-14,CUST-00246,PRD-1021,1,469.0,0.0,469.0,319.31,149.69,Credit Card,REG-03
TXN-101255,ORD-10405,2025-09-14,CUST-00246,PRD-1473,2,440.0,0.05,836.0,397.02,438.98,Credit Card,REG-03
TXN-101256,ORD-10406,2025-09-03,CUST-00247,PRD-1072,1,2119.0,0.0,2119.0,1493.08,625.92,Debit Card,REG-02
TXN-101257,ORD-10406,2025-09-03,CUST-00247,PRD-2191,1,820.0,0.1,738.0,403.68,334.32,Debit Card,REG-02
TXN-101258,ORD-10406,2025-09-03,CUST-00247,PRD-1583,2,839.0,0.0,1678.0,822.18,855.82,Debit Card,REG-02
TXN-101259,ORD-10407,2025-08-23,CUST-00248,PRD-1223,2,409.0,0.0,818.0,440.26,377.74,EMI / PayLater,REG-03
TXN-101260,ORD-10407,2025-08-23,CUST-00248,PRD-1554,1,150.0,0.0,150.0,74.81,75.19,EMI / PayLater,REG-03
TXN-101261,ORD-10407,2025-08-23,CUST-00248,PRD-1066,1,359.0,0.0,359.0,242.91,116.09,EMI / PayLater,REG-03
TXN-101262,ORD-10408,2025-07-14,CUST-00249,PRD-1885,1,290.0,0.1,261.0,165.68,95.32,Debit Card,REG-01
TXN-101263,ORD-10408,2025-07-14,CUST-00249,PRD-2076,2,800.0,0.1,1440.0,881.6,558.4,Debit Card,REG-01
TXN-101264,ORD-10408,2025-07-14,CUST-00249,PRD-1996,2,440.0,0.0,880.0,562.8,317.2,Debit Card,REG-01
TXN-101265,ORD-10408,2025-07-14,CUST-00249,PRD-1307,1,699.0,0.1,629.1,356.18,272.92,Debit Card,REG-01
TXN-101266,ORD-10409,2024-08-31,CUST-00250,PRD-1291,1,309.0,0.0,309.0,180.12,128.88,Credit Card,REG-02
TXN-101267,ORD-10409,2024-08-31,CUST-00250,PRD-1030,2,709.0,0.0,1418.0,918.42,499.58,Credit Card,REG-02
