product_id,product_name,category,subcategory,brand,unit_cost,unit_price,demand_weight
PRD-1254,Zara Activewear V69,Fashion & Apparel,Activewear,Zara,237.91,549.0,1.25
PRD-1255,Zara Jeans & Trouser V19,Fashion & Apparel,Jeans & Trousers,Zara,147.55,259.0,1.25
PRD-1256,Levi's Dresse V69,Fashion & Apparel,Dresses,Levi's,413.62,809.0,1.25
PRD-1257,Max Activewear V15,Fashion & Apparel,Activewear,Max,635.4,1149.0,1.25
PRD-1258,FabIndia Jeans & Trouser V29,Fashion & Apparel,Jeans & Trousers,FabIndia,262.41,519.0,1.25
PRD-1259,Puma Men's T-Shirt V53,Fashion & Apparel,Men's T-Shirts,Puma,173.97,299.0,1.25
PRD-1260,Levi's Dresse V41,Fashion & Apparel,Dresses,Levi's,315.29,699.0,1.25
PRD-1261,Puma Dresse V88,Fashion & Apparel,Dresses,Puma,611.54,1189.0,1.25
PRD-1262,Biba Women's Tops & Tee V62,Fashion & Apparel,Women's Tops & Tees,Biba,267.95,569.0,1.25
PRD-1263,Zara Ethnic Kurta V18,Fashion & Apparel,Ethnic Kurtas,Zara,530.61,989.0,1.25
PRD-1264,Levi's Ethnic Kurta V42,Fashion & Apparel,Ethnic Kurtas,Levi's,371.59,759.0,1.25
PRD-1265,H&M Dresse V28,Fashion & Apparel,Dresses,H&M,277.67,529.0,1.25
PRD-1266,Allen Solly Ethnic Kurta V60,Fashion & Apparel,Ethnic Kurtas,Allen Solly,637.95,1169.0,1.25
PRD-1267,Levi's Women's Tops & Tee V52,Fashion & Apparel,Women's Tops & Tees,Levi's,248.29,509.0,1.25
PRD-1268,Max Women's Tops & Tee V75,Fashion & Apparel,Women's Tops & Tees,Max,156.26,289.0,1.25
PRD-1269,Zara Ethnic Kurta V37,Fashion & Apparel,Ethnic Kurtas,Zara,252.92,559.0,1.25
PRD-1270,Puma Ethnic Kurta V29,Fashion & Apparel,Ethnic Kurtas,Puma,233.4,389.0,1.25
PRD-1271,Allen Solly Men's T-Shirt V79,Fashion & Apparel,Men's T-Shirts,Allen Solly,455.3,1039.0,1.25
PRD-1272,Max Dresse V89,Fashion & Apparel,Dresses,Max,114.87,239.0,1.25
PRD-1273,Van Heusen Women's Tops & Tee V98,Fashion & Apparel,Women's Tops & Tees,Van Heusen,157.94,349.0,1.25
PRD-1274,H&M Activewear V56,Fashion & Apparel,Activewear,H&M,393.21,919.0,1.25
PRD-1275,FabIndia Dresse V67,Fashion & Apparel,Dresses,FabIndia,619.46,1169.0,1.25
PRD-1276,Max Women's Tops & Tee V70,Fashion & Apparel,Women's Tops & Tees,Max,260.68,439.0,1.25
PRD-1277,Biba Women's Tops & Tee V66,Fashion & Apparel,Women's Tops & Tees,Biba,459.43,879.0,1.25
PRD-1278,Allen Solly Jeans & Trouser V63,Fashion & Apparel,Jeans & Trousers,Allen Solly,499.8,979.0,1.25
PRD-1279,FabIndia Women's Tops & Tee V42,Fashion & Apparel,Women's Tops & Tees,FabIndia,444.47,999.0,1.25
PRD-1280,Puma Men's T-Shirt V23,Fashion & Apparel,Men's T-Shirts,Puma,555.68,1069.0,1.25
PRD-1281,Max Dresse V30,Fashion & Apparel,Dresses,Max,494.41,1049.0,1.25
PRD-1282,Puma Ethnic Kurta V65,Fashion & Apparel,Ethnic Kurtas,Puma,490.73,1099.0,1.25
PRD-1283,FabIndia Men's T-Shirt V13,Fashion & Apparel,Men's T-Shirts,FabIndia,590.24,1019.0,1.25
PRD-1284,Zara Jeans & Trouser V59,Fashion & Apparel,Jeans & Trousers,Zara,291.9,599.0,1.25
PRD-1285,Biba Men's T-Shirt V22,Fashion & Apparel,Men's T-Shirts,Biba,200.02,419.0,1.25
PRD-1286,Biba Dresse V46,Fashion & Apparel,Dresses,Biba,439.88,989.0,1.25
PRD-1287,H&M Jeans & Trouser V88,Fashion & Apparel,Jeans & Trousers,H&M,483.76,959.0,1.25
PRD-1288,Levi's Men's T-Shirt V29,Fashion & Apparel,Men's T-Shirts,Levi's,100.48,219.0,1.25
PRD-1289,Max Activewear V40,Fashion & Apparel,Activewear,Max,346.46,619.0,1.25
PRD-1290,Levi's Ethnic Kurta V89,Fashion & Apparel,Ethnic Kurtas,Levi's,123.4,249.0,1.25
PRD-1291,Levi's Jeans & Trouser V86,Fashion & Apparel,Jeans & Trousers,Levi's,180.12,309.0,1.25
PRD-1292,Zara Activewear V28,Fashion & Apparel,Activewear,Zara,433.99,829.0,1.25
PRD-1293,Van Heusen Ethnic Kurta V83,Fashion & Apparel,Ethnic Kurtas,Van Heusen,96.22,199.0,1.25
PRD-1294,H&M Jeans & Trouser V56,Fashion & Apparel,Jeans & Trousers,H&M,374.02,859.0,1.25
PRD-1295,Max Men's T-Shirt V74,Fashion & Apparel,Men's T-Shirts,Max,414.99,739.0,1.25
PRD-1296,Zara Activewear V91,Fashion & Apparel,Activewear,Zara,297.22,589.0,1.25
PRD-1297,Biba Jeans & Trouser V18,Fashion & Apparel,Jeans & Trousers,Biba,189.89,449.0,1.25
PRD-1298,FabIndia Ethnic Kurta V84,Fashion & Apparel,Ethnic Kurtas,FabIndia,495.24,929.0,1.25
PRD-1299,Biba Dresse V53,Fashion & Apparel,Dresses,Biba,159.04,329.0,1.25
PRD-1300,H&M Dresse V99,Fashion & Apparel,Dresses,H&M,559.0,1029.0,1.25
PRD-1301,H&M Jeans & Trouser V68,Fashion & Apparel,Jeans & Trousers,H&M,435.24,1009.0,1.25
PRD-1302,Allen Solly Men's T-Shirt V15,Fashion & Apparel,Men's T-Shirts,Allen Solly,224.4,399.0,1.25
PRD-1303,Allen Solly Ethnic Kurta V79,Fashion & Apparel,Ethnic Kurtas,Allen Solly,424.01,709.0,1.25
PRD-1304,Allen Solly Jeans & Trouser V46,Fashion & Apparel,Jeans & Trousers,Allen Solly,128.21,239.0,1.25
PRD-1305,Zara Ethnic Kurta V25,Fashion & Apparel,Ethnic Kurtas,Zara,508.05,1059.0,1.25
PRD-1306,Van Heusen Ethnic Kurta V59,Fashion & Apparel,Ethnic Kurtas,Van Heusen,603.08,1089.0,1.25
PRD-1307,H&M Ethnic Kurta V76,Fashion & Apparel,Ethnic Kurtas,H&M,356.18,699.0,1.25
PRD-1308,Levi's Ethnic Kurta V87,Fashion & Apparel,Ethnic Kurtas,Levi's,403.38,929.0,1.25
PRD-1309,Max Women's Tops & Tee V51,Fashion & Apparel,Women's Tops & Tees,Max,214.41,489.0,1.25
PRD-1310,Allen Solly Dresse V64,Fashion & Apparel,Dresses,Allen Solly,268.99,509.0,1.25
PRD-1311,Puma Women's Tops & Tee V55,Fashion & Apparel,Women's Tops & Tees,Puma,234.77,549.0,1.25
PRD-1312,Van Heusen Activewear V17,Fashion & Apparel,Activewear,Van Heusen,279.71,469.0,1.25
PRD-1313,Van Heusen Men's T-Shirt V96,Fashion & Apparel,Men's T-Shirts,Van Heusen,315.39,559.0,1.25
PRD-1314,Zara Women's Tops & Tee V66,Fashion & Apparel,Women's Tops & Tees,Zara,179.45,339.0,1.25
PRD-1315,H&M Men's T-Shirt V56,Fashion & Apparel,Men's T-Shirts,H&M,150.68,269.0,1.25
PRD-1316,Van Heusen Ethnic Kurta V29,Fashion & Apparel,Ethnic Kurtas,Van Heusen,489.28,1149.0,1.25
PRD-1317,Puma Dresse V19,Fashion & Apparel,Dresses,Puma,559.52,1149.0,1.25
PRD-1318,H&M Activewear V93,Fashion & Apparel,Activewear,H&M,358.41,729.0,1.25
PRD-1319,FabIndia Ethnic Kurta V33,Fashion & Apparel,Ethnic Kurtas,FabIndia,492.19,1159.0,1.25
PRD-1320,Max Jeans & Trouser V43,Fashion & Apparel,Jeans & Trousers,Max,306.93,589.0,1.25
PRD-1321,Puma Ethnic Kurta V98,Fashion & Apparel,Ethnic Kurtas,Puma,216.83,409.0,1.25
PRD-1322,FabIndia Jeans & Trouser V67,Fashion & Apparel,Jeans & Trousers,FabIndia,182.95,319.0,1.25
PRD-1323,Puma Women's Tops & Tee V50,Fashion & Apparel,Women's Tops & Tees,Puma,678.5,1199.0,1.25
PRD-1324,Biba Dresse V47,Fashion & Apparel,Dresses,Biba,471.77,909.0,1.25
PRD-1325,H&M Ethnic Kurta V91,Fashion & Apparel,Ethnic Kurtas,H&M,533.51,909.0,1.25
PRD-1326,Biba Women's Tops & Tee V35,Fashion & Apparel,Women's Tops & Tees,Biba,313.27,709.0,1.25
PRD-1327,FabIndia Women's Tops & Tee V80,Fashion & Apparel,Women's Tops & Tees,FabIndia,420.06,989.0,1.25
PRD-1328,Biba Activewear V26,Fashion & Apparel,Activewear,Biba,399.35,669.0,1.25
PRD-1329,Levi's Activewear V71,Fashion & Apparel,Activewear,Levi's,127.34,259.0,1.25
PRD-1330,Van Heusen Activewear V19,Fashion & Apparel,Activewear,Van Heusen,550.59,969.0,1.25
PRD-1331,Biba Women's Tops & Tee V97,Fashion & Apparel,Women's Tops & Tees,Biba,420.34,839.0,1.25
PRD-1332,Biba Activewear V80,Fashion & Apparel,Activewear,Biba,187.28,329.0,1.25
PRD-1333,H&M Dresse V74,Fashion & Apparel,Dresses,H&M,429.49,969.0,1.25
PRD-1334,Levi's Men's T-Shirt V30,Fashion & Apparel,Men's T-Shirts,Levi's,341.34,719.0,1.25
PRD-1335,FabIndia Ethnic Kurta V46,Fashion & Apparel,Ethnic Kurtas,FabIndia,323.56,549.0,1.25
PRD-1336,Allen Solly Men's T-Shirt V45,Fashion & Apparel,Men's T-Shirts,Allen Solly,236.27,399.0,1.25
PRD-1337,Allen Solly Women's Tops & Tee V92,Fashion & Apparel,Women's Tops & Tees,Allen Solly,353.39,809.0,1.25
PRD-1338,H&M Women's Tops & Tee V87,Fashion & Apparel,Women's Tops & Tees,H&M,196.46,369.0,1.25
PRD-1339,Zara Ethnic Kurta V15,Fashion & Apparel,Ethnic Kurtas,Zara,433.18,1019.0,1.25
PRD-1340,Allen Solly Dresse V63,Fashion & Apparel,Dresses,Allen Solly,473.79,849.0,1.25
PRD-1341,Prestige Storage & Container V47,Home & Kitchen,Storage & Containers,Prestige,435.91,720.0,1.1
PRD-1342,Cello Tableware V97,Home & Kitchen,Tableware,Cello,448.66,700.0,1.1
PRD-1343,Cello Bedding & Linen V30,Home & Kitchen,Bedding & Linen,Cello,413.87,670.0,1.1
PRD-1344,Bombay Dyeing Bedding & Linen V87,Home & Kitchen,Bedding & Linen,Bombay Dyeing,369.77,710.0,1.1
PRD-1345,Wakefit Kitchen Tool V54,Home & Kitchen,Kitchen Tools,Wakefit,620.0,1140.0,1.1
PRD-1346,Borosil Bedding & Linen V23,Home & Kitchen,Bedding & Linen,Borosil,594.66,1020.0,1.1
PRD-1347,Pigeon Home Decor V41,Home & Kitchen,Home Decor,Pigeon,368.11,690.0,1.1
PRD-1348,Milton Kitchen Tool V88,Home & Kitchen,Kitchen Tools,Milton,140.51,210.0,1.1
PRD-1349,Pigeon Bedding & Linen V51,Home & Kitchen,Bedding & Linen,Pigeon,832.18,1260.0,1.1
PRD-1350,Wakefit Storage & Container V75,Home & Kitchen,Storage & Containers,Wakefit,189.39,370.0,1.1
PRD-1351,Hawkins Bedding & Linen V21,Home & Kitchen,Bedding & Linen,Hawkins,672.19,1160.0,1.1
PRD-1352,Hawkins Bedding & Linen V55,Home & Kitchen,Bedding & Linen,Hawkins,659.02,1260.0,1.1
PRD-1353,Prestige Cookware & Pan V93,Home & Kitchen,Cookware & Pans,Prestige,281.77,470.0,1.1
PRD-1354,Hawkins Tableware V23,Home & Kitchen,Tableware,Hawkins,231.19,480.0,1.1
PRD-1355,Borosil Bedding & Linen V61,Home & Kitchen,Bedding & Linen,Borosil,725.58,1160.0,1.1
PRD-1356,Prestige Home Decor V34,Home & Kitchen,Home Decor,Prestige,362.37,610.0,1.1
PRD-1357,Cello Home Decor V80,Home & Kitchen,Home Decor,Cello,133.6,230.0,1.1
PRD-1358,Milton Home Decor V57,Home & Kitchen,Home Decor,Milton,149.8,300.0,1.1
PRD-1359,Wakefit Home Decor V75,Home & Kitchen,Home Decor,Wakefit,530.21,1020.0,1.1
PRD-1360,Prestige Bedding & Linen V52,Home & Kitchen,Bedding & Linen,Prestige,101.48,200.0,1.1
PRD-1361,Hawkins Bedding & Linen V27,Home & Kitchen,Bedding & Linen,Hawkins,210.76,320.0,1.1
PRD-1362,Wakefit Home Decor V48,Home & Kitchen,Home Decor,Wakefit,230.56,340.0,1.1
PRD-1363,Wakefit Storage & Container V72,Home & Kitchen,Storage & Containers,Wakefit,424.82,730.0,1.1
PRD-1364,Cello Tableware V52,Home & Kitchen,Tableware,Cello,338.33,700.0,1.1
PRD-1365,Milton Tableware V98,Home & Kitchen,Tableware,Milton,763.83,1280.0,1.1
PRD-1366,Prestige Tableware V93,Home & Kitchen,Tableware,Prestige,447.81,840.0,1.1
PRD-1367,Pigeon Storage & Container V31,Home & Kitchen,Storage & Containers,Pigeon,584.77,980.0,1.1
PRD-1368,Bombay Dyeing Storage & Container V14,Home & Kitchen,Storage & Containers,Bombay Dyeing,197.17,320.0,1.1
PRD-1369,Milton Storage & Container V63,Home & Kitchen,Storage & Containers,Milton,210.24,370.0,1.1
PRD-1370,Bombay Dyeing Kitchen Tool V88,Home & Kitchen,Kitchen Tools,Bombay Dyeing,528.35,940.0,1.1
PRD-1371,Prestige Bedding & Linen V81,Home & Kitchen,Bedding & Linen,Prestige,560.39,960.0,1.1
PRD-1372,Hawkins Home Decor V32,Home & Kitchen,Home Decor,Hawkins,407.06,750.0,1.1
PRD-1373,Wakefit Bedding & Linen V97,Home & Kitchen,Bedding & Linen,Wakefit,479.84,780.0,1.1
PRD-1374,Cello Tableware V41,Home & Kitchen,Tableware,Cello,440.68,850.0,1.1
PRD-1375,Cello Home Decor V48,Home & Kitchen,Home Decor,Cello,276.58,410.0,1.1
PRD-1376,Pigeon Home Decor V71,Home & Kitchen,Home Decor,Pigeon,543.13,940.0,1.1
PRD-1377,Cello Home Decor V79,Home & Kitchen,Home Decor,Cello,285.45,480.0,1.1
PRD-1378,Bombay Dyeing Bedding & Linen V28,Home & Kitchen,Bedding & Linen,Bombay Dyeing,731.3,1090.0,1.1
PRD-1379,Prestige Home Decor V54,Home & Kitchen,Home Decor,Prestige,298.96,480.0,1.1
PRD-1380,Cello Bedding & Linen V78,Home & Kitchen,Bedding & Linen,Cello,528.03,1010.0,1.1
PRD-1381,Cello Home Decor V85,Home & Kitchen,Home Decor,Cello,186.97,310.0,1.1
PRD-1382,Pigeon Kitchen Tool V38,Home & Kitchen,Kitchen Tools,Pigeon,138.82,210.0,1.1
PRD-1383,Pigeon Tableware V70,Home & Kitchen,Tableware,Pigeon,118.16,210.0,1.1
PRD-1384,Borosil Cookware & Pan V30,Home & Kitchen,Cookware & Pans,Borosil,88.51,150.0,1.1
PRD-1385,Hawkins Bedding & Linen V46,Home & Kitchen,Bedding & Linen,Hawkins,363.92,700.0,1.1
PRD-1386,Cello Home Decor V21,Home & Kitchen,Home Decor,Cello,588.81,890.0,1.1
PRD-1387,Pigeon Tableware V14,Home & Kitchen,Tableware,Pigeon,474.71,760.0,1.1
PRD-1388,Bombay Dyeing Kitchen Tool V14,Home & Kitchen,Kitchen Tools,Bombay Dyeing,597.58,1160.0,1.1
PRD-1389,Hawkins Bedding & Linen V47,Home & Kitchen,Bedding & Linen,Hawkins,226.73,360.0,1.1
PRD-1390,Prestige Cookware & Pan V52,Home & Kitchen,Cookware & Pans,Prestige,294.27,490.0,1.1
PRD-1391,Hawkins Home Decor V73,Home & Kitchen,Home Decor,Hawkins,759.37,1290.0,1.1
PRD-1392,Hawkins Kitchen Tool V52,Home & Kitchen,Kitchen Tools,Hawkins,295.21,460.0,1.1
PRD-1393,Hawkins Kitchen Tool V11,Home & Kitchen,Kitchen Tools,Hawkins,555.11,890.0,1.1
PRD-1394,Wakefit Tableware V34,Home & Kitchen,Tableware,Wakefit,629.17,1060.0,1.1
PRD-1395,Bombay Dyeing Kitchen Tool V21,Home & Kitchen,Kitchen Tools,Bombay Dyeing,641.36,1100.0,1.1
PRD-1396,Milton Bedding & Linen V51,Home & Kitchen,Bedding & Linen,Milton,182.92,360.0,1.1
PRD-1397,Prestige Kitchen Tool V44,Home & Kitchen,Kitchen Tools,Prestige,237.2,450.0,1.1
PRD-1398,Cello Home Decor V43,Home & Kitchen,Home Decor,Cello,487.55,820.0,1.1
PRD-1399,Wakefit Tableware V25,Home & Kitchen,Tableware,Wakefit,467.8,950.0,1.1
PRD-1400,Cello Bedding & Linen V49,Home & Kitchen,Bedding & Linen,Cello,203.68,330.0,1.1
PRD-1401,Milton Tableware V57,Home & Kitchen,Tableware,Milton,587.95,880.0,1.1
PRD-1402,Pigeon Storage & Container V29,Home & Kitchen,Storage & Containers,Pigeon,202.69,400.0,1.1
PRD-1403,Wakefit Bedding & Linen V70,Home & Kitchen,Bedding & Linen,Wakefit,371.6,630.0,1.1
PRD-1404,Pigeon Storage & Container V86,Home & Kitchen,Storage & Containers,Pigeon,634.55,1030.0,1.1
PRD-1405,Hawkins Cookware & Pan V82,Home & Kitchen,Cookware & Pans,Hawkins,419.79,760.0,1.1
PRD-1406,Prestige Cookware & Pan V35,Home & Kitchen,Cookware & Pans,Prestige,726.64,1100.0,1.1
PRD-1407,Borosil Storage & Container V66,Home & Kitchen,Storage & Containers,Borosil,221.31,340.0,1.1
PRD-1408,Pigeon Cookware & Pan V75,Home & Kitchen,Cookware & Pans,Pigeon,560.43,970.0,1.1
PRD-1409,Prestige Bedding & Linen V68,Home & Kitchen,Bedding & Linen,Prestige,390.38,670.0,1.1
PRD-1410,Prestige Storage & Container V49,Home & Kitchen,Storage & Containers,Prestige,485.5,790.0,1.1
PRD-1411,Prestige Tableware V37,Home & Kitchen,Tableware,Prestige,385.97,600.0,1.1
PRD-1412,Milton Storage & Container V18,Home & Kitchen,Storage & Containers,Milton,109.78,200.0,1.1
PRD-1413,Prestige Storage & Container V70,Home & Kitchen,Storage & Containers,Prestige,602.44,1220.0,1.1
PRD-1414,Cello Cookware & Pan V92,Home & Kitchen,Cookware & Pans,Cello,392.95,620.0,1.1
PRD-1415,Bombay Dyeing Tableware V67,Home & Kitchen,Tableware,Bombay Dyeing,381.79,580.0,1.1
PRD-1416,Bombay Dyeing Bedding & Linen V79,Home & Kitchen,Bedding & Linen,Bombay Dyeing,161.48,240.0,1.1
PRD-1417,Wakefit Kitchen Tool V60,Home & Kitchen,Kitchen Tools,Wakefit,196.79,290.0,1.1
PRD-1418,Borosil Storage & Container V10,Home & Kitchen,Storage & Containers,Borosil,519.29,990.0,1.1
PRD-1419,Cello Cookware & Pan V64,Home & Kitchen,Cookware & Pans,Cello,424.2,680.0,1.1
PRD-1420,Bombay Dyeing Storage & Container V54,Home & Kitchen,Storage & Containers,Bombay Dyeing,582.45,1100.0,1.1
PRD-1421,Cello Kitchen Tool V24,Home & Kitchen,Kitchen Tools,Cello,242.37,370.0,1.1
PRD-1422,Bombay Dyeing Cookware & Pan V12,Home & Kitchen,Cookware & Pans,Bombay Dyeing,573.83,860.0,1.1
PRD-1423,Pigeon Kitchen Tool V67,Home & Kitchen,Kitchen Tools,Pigeon,137.72,230.0,1.1
PRD-1424,Prestige Storage & Container V66,Home & Kitchen,Storage & Containers,Prestige,210.2,430.0,1.1
PRD-1425,Pigeon Kitchen Tool V27,Home & Kitchen,Kitchen Tools,Pigeon,647.92,1020.0,1.1
PRD-1426,Cello Storage & Container V83,Home & Kitchen,Storage & Containers,Cello,278.58,420.0,1.1
PRD-1427,Wakefit Home Decor V94,Home & Kitchen,Home Decor,Wakefit,275.21,420.0,1.1
PRD-1428,Pigeon Storage & Container V81,Home & Kitchen,Storage & Containers,Pigeon,331.72,620.0,1.1
PRD-1429,Borosil Storage & Container V73,Home & Kitchen,Storage & Containers,Borosil,491.93,870.0,1.1
PRD-1430,Wakefit Cookware & Pan V77,Home & Kitchen,Cookware & Pans,Wakefit,755.55,1230.0,1.1
PRD-1431,Bombay Dyeing Home Decor V33,Home & Kitchen,Home Decor,Bombay Dyeing,334.79,620.0,1.1
PRD-1432,Hawkins Storage & Container V28,Home & Kitchen,Storage & Containers,Hawkins,225.78,430.0,1.1
PRD-1433,Prestige Bedding & Linen V81,Home & Kitchen,Bedding & Linen,Prestige,538.85,800.0,1.1
PRD-1434,Borosil Storage & Container V52,Home & Kitchen,Storage & Containers,Borosil,318.6,600.0,1.1
PRD-1435,Milton Tableware V21,Home & Kitchen,Tableware,Milton,785.81,1210.0,1.1
PRD-1436,Pigeon Storage & Container V87,Home & Kitchen,Storage & Containers,Pigeon,116.64,210.0,1.1
PRD-1437,Prestige Storage & Container V85,Home & Kitchen,Storage & Containers,Prestige,595.28,1150.0,1.1
PRD-1438,Pigeon Tableware V52,Home & Kitchen,Tableware,Pigeon,457.73,700.0,1.1
PRD-1439,Prestige Home Decor V25,Home & Kitchen,Home Decor,Prestige,202.02,390.0,1.1
PRD-1440,Hawkins Tableware V36,Home & Kitchen,Tableware,Hawkins,742.95,1200.0,1.1
PRD-1441,Pigeon Bedding & Linen V58,Home & Kitchen,Bedding & Linen,Pigeon,495.38,780.0,1.1
PRD-1442,Wakefit Bedding & Linen V73,Home & Kitchen,Bedding & Linen,Wakefit,275.96,500.0,1.1
PRD-1443,Milton Bedding & Linen V50,Home & Kitchen,Bedding & Linen,Milton,668.2,1070.0,1.1
PRD-1444,Wakefit Kitchen Tool V38,Home & Kitchen,Kitchen Tools,Wakefit,249.46,510.0,1.1
PRD-1445,Borosil Tableware V84,Home & Kitchen,Tableware,Borosil,100.41,170.0,1.1
PRD-1446,Bombay Dyeing Storage & Container V39,Home & Kitchen,Storage & Containers,Bombay Dyeing,254.43,490.0,1.1
PRD-1447,Pigeon Bedding & Linen V97,Home & Kitchen,Bedding & Linen,Pigeon,439.86,720.0,1.1
PRD-1448,Cello Home Decor V92,Home & Kitchen,Home Decor,Cello,595.06,1030.0,1.1
PRD-1449,Hawkins Tableware V55,Home & Kitchen,Tableware,Hawkins,426.06,680.0,1.1
PRD-1450,Borosil Kitchen Tool V79,Home & Kitchen,Kitchen Tools,Borosil,566.11,980.0,1.1
PRD-1451,Prestige Tableware V19,Home & Kitchen,Tableware,Prestige,485.86,750.0,1.1
PRD-1452,Prestige Tableware V90,Home & Kitchen,Tableware,Prestige,579.35,1030.0,1.1
PRD-1453,Milton Kitchen Tool V74,Home & Kitchen,Kitchen Tools,Milton,462.56,960.0,1.1
PRD-1454,Wakefit Bedding & Linen V88,Home & Kitchen,Bedding & Linen,Wakefit,133.66,220.0,1.1
PRD-1455,Hawkins Bedding & Linen V62,Home & Kitchen,Bedding & Linen,Hawkins,99.7,170.0,1.1
PRD-1456,Prestige Cookware & Pan V46,Home & Kitchen,Cookware & Pans,Prestige,406.56,760.0,1.1
PRD-1457,Bombay Dyeing Cookware & Pan V23,Home & Kitchen,Cookware & Pans,Bombay Dyeing,714.91,1080.0,1.1
PRD-1458,Borosil Cookware & Pan V42,Home & Kitchen,Cookware & Pans,Borosil,259.7,430.0,1.1
PRD-1459,Cello Home Decor V61,Home & Kitchen,Home Decor,Cello,525.55,1060.0,1.1
PRD-1460,Pigeon Bedding & Linen V97,Home & Kitchen,Bedding & Linen,Pigeon,677.47,1290.0,1.1
PRD-1461,Prestige Cookware & Pan V80,Home & Kitchen,Cookware & Pans,Prestige,144.52,260.0,1.1
PRD-1462,Prestige Bedding & Linen V20,Home & Kitchen,Bedding & Linen,Prestige,546.1,880.0,1.1
PRD-1463,Bombay Dyeing Bedding & Linen V22,Home & Kitchen,Bedding & Linen,Bombay Dyeing,486.17,890.0,1.1
PRD-1464,Prestige Storage & Container V98,Home & Kitchen,Storage & Containers,Prestige,270.7,410.0,1.1
PRD-1465,Hawkins Storage & Container V97,Home & Kitchen,Storage & Containers,Hawkins,305.82,460.0,1.1
PRD-1466,Prestige Home Decor V12,Home & Kitchen,Home Decor,Prestige,234.03,360.0,1.1
PRD-1467,Borosil Kitchen Tool V60,Home & Kitchen,Kitchen Tools,Borosil,628.77,1010.0,1.1
PRD-1468,Cello Cookware & Pan V59,Home & Kitchen,Cookware & Pans,Cello,179.55,340.0,1.1
PRD-1469,Wakefit Tableware V98,Home & Kitchen,Tableware,Wakefit,370.49,590.0,1.1
PRD-1470,Milton Tableware V16,Home & Kitchen,Tableware,Milton,485.9,720.0,1.1
PRD-1471,Biotique Face Care & Serum V87,Beauty & Personal Care,Face Care & Serums,Biotique,102.75,260.0,1.05
PRD-1472,Biotique Grooming & Shaving V91,Beauty & Personal Care,Grooming & Shaving,Biotique,347.31,780.0,1.05
PRD-1473,Dove Body Lotion V58,Beauty & Personal Care,Body Lotions,Dove,198.51,440.0,1.05
PRD-1474,Mamaearth Fragrances & Deo V20,Beauty & Personal Care,Fragrances & Deos,Mamaearth,291.92,570.0,1.05
PRD-1475,The Body Shop Grooming & Shaving V20,Beauty & Personal Care,Grooming & Shaving,The Body Shop,344.93,660.0,1.05
PRD-1476,Mamaearth Body Lotion V29,Beauty & Personal Care,Body Lotions,Mamaearth,193.24,360.0,1.05
PRD-1477,Maybelline Fragrances & Deo V49,Beauty & Personal Care,Fragrances & Deos,Maybelline,139.41,350.0,1.05
PRD-1478,Maybelline Fragrances & Deo V21,Beauty & Personal Care,Fragrances & Deos,Maybelline,252.28,630.0,1.05
PRD-1479,Biotique Hair Shampoo & Oil V62,Beauty & Personal Care,Hair Shampoo & Oils,Biotique,201.29,410.0,1.05
PRD-1480,L'Oreal Face Care & Serum V86,Beauty & Personal Care,Face Care & Serums,L'Oreal,78.54,160.0,1.05
PRD-1481,Maybelline Grooming & Shaving V62,Beauty & Personal Care,Grooming & Shaving,Maybelline,267.73,700.0,1.05
PRD-1482,Nivea Fragrances & Deo V41,Beauty & Personal Care,Fragrances & Deos,Nivea,300.06,610.0,1.05
PRD-1483,Mamaearth Grooming & Shaving V44,Beauty & Personal Care,Grooming & Shaving,Mamaearth,240.06,580.0,1.05
PRD-1484,The Body Shop Body Lotion V65,Beauty & Personal Care,Body Lotions,The Body Shop,172.77,440.0,1.05
PRD-1485,Biotique Body Lotion V56,Beauty & Personal Care,Body Lotions,Biotique,166.33,310.0,1.05
PRD-1486,Nykaa Body Lotion V88,Beauty & Personal Care,Body Lotions,Nykaa,287.5,600.0,1.05
PRD-1487,Dove Hair Shampoo & Oil V60,Beauty & Personal Care,Hair Shampoo & Oils,Dove,74.96,170.0,1.05
PRD-1488,Biotique Body Lotion V52,Beauty & Personal Care,Body Lotions,Biotique,294.3,660.0,1.05
PRD-1489,Mamaearth Fragrances & Deo V98,Beauty & Personal Care,Fragrances & Deos,Mamaearth,155.2,310.0,1.05
PRD-1490,Dove Hair Shampoo & Oil V50,Beauty & Personal Care,Hair Shampoo & Oils,Dove,183.33,320.0,1.05
PRD-1491,Dove Body Lotion V51,Beauty & Personal Care,Body Lotions,Dove,418.39,780.0,1.05
PRD-1492,The Body Shop Fragrances & Deo V24,Beauty & Personal Care,Fragrances & Deos,The Body Shop,307.25,670.0,1.05
PRD-1493,Nykaa Grooming & Shaving V97,Beauty & Personal Care,Grooming & Shaving,Nykaa,249.45,510.0,1.05
PRD-1494,L'Oreal Grooming & Shaving V36,Beauty & Personal Care,Grooming & Shaving,L'Oreal,363.69,770.0,1.05
PRD-1495,The Body Shop Fragrances & Deo V62,Beauty & Personal Care,Fragrances & Deos,The Body Shop,267.81,680.0,1.05
PRD-1496,Mamaearth Fragrances & Deo V94,Beauty & Personal Care,Fragrances & Deos,Mamaearth,231.34,540.0,1.05
PRD-1497,Biotique Hair Shampoo & Oil V86,Beauty & Personal Care,Hair Shampoo & Oils,Biotique,256.62,650.0,1.05
PRD-1498,Biotique Fragrances & Deo V98,Beauty & Personal Care,Fragrances & Deos,Biotique,265.41,470.0,1.05
