date,year,quarter,month,month_number,week,day,day_name
2022-06-01,2022,Q2,June,6,22,1,Wednesday
2022-06-02,2022,Q2,June,6,22,2,Thursday
2022-06-03,2022,Q2,June,6,22,3,Friday
2022-06-04,2022,Q2,June,6,22,4,Saturday
2022-06-05,2022,Q2,June,6,22,5,Sunday
2022-06-06,2022,Q2,June,6,23,6,Monday
2022-06-07,2022,Q2,June,6,23,7,Tuesday
2022-06-08,2022,Q2,June,6,23,8,Wednesday
2022-06-09,2022,Q2,June,6,23,9,Thursday
2022-06-10,2022,Q2,June,6,23,10,Friday
2022-06-11,2022,Q2,June,6,23,11,Saturday
2022-06-12,2022,Q2,June,6,23,12,Sunday
2022-06-13,2022,Q2,June,6,24,13,Monday
2022-06-14,2022,Q2,June,6,24,14,Tuesday
2022-06-15,2022,Q2,June,6,24,15,Wednesday
2022-06-16,2022,Q2,June,6,24,16,Thursday
2022-06-17,2022,Q2,June,6,24,17,Friday
2022-06-18,2022,Q2,June,6,24,18,Saturday
2022-06-19,2022,Q2,June,6,24,19,Sunday
2022-06-20,2022,Q2,June,6,25,20,Monday
2022-06-21,2022,Q2,June,6,25,21,Tuesday
2022-06-22,2022,Q2,June,6,25,22,Wednesday
2022-06-23,2022,Q2,June,6,25,23,Thursday
2022-06-24,2022,Q2,June,6,25,24,Friday
2022-06-25,2022,Q2,June,6,25,25,Saturday
2022-06-26,2022,Q2,June,6,25,26,Sunday
2022-06-27,2022,Q2,June,6,26,27,Monday
2022-06-28,2022,Q2,June,6,26,28,Tuesday
2022-06-29,2022,Q2,June,6,26,29,Wednesday
2022-06-30,2022,Q2,June,6,26,30,Thursday
2022-07-01,2022,Q3,July,7,26,1,Friday
2022-07-02,2022,Q3,July,7,26,2,Saturday
2022-07-03,2022,Q3,July,7,26,3,Sunday
2022-07-04,2022,Q3,July,7,27,4,Monday
2022-07-05,2022,Q3,July,7,27,5,Tuesday
2022-07-06,2022,Q3,July,7,27,6,Wednesday
2022-07-07,2022,Q3,July,7,27,7,Thursday
2022-07-08,2022,Q3,July,7,27,8,Friday
2022-07-09,2022,Q3,July,7,27,9,Saturday
2022-07-10,2022,Q3,July,7,27,10,Sunday
2022-07-11,2022,Q3,July,7,28,11,Monday
2022-07-12,2022,Q3,July,7,28,12,Tuesday
2022-07-13,2022,Q3,July,7,28,13,Wednesday
2022-07-14,2022,Q3,July,7,28,14,Thursday
2022-07-15,2022,Q3,July,7,28,15,Friday
2022-07-16,2022,Q3,July,7,28,16,Saturday
2022-07-17,2022,Q3,July,7,28,17,Sunday
2022-07-18,2022,Q3,July,7,29,18,Monday
2022-07-19,2022,Q3,July,7,29,19,Tuesday
2022-07-20,2022,Q3,July,7,29,20,Wednesday
2022-07-21,2022,Q3,July,7,29,21,Thursday
2022-07-22,2022,Q3,July,7,29,22,Friday
2022-07-23,2022,Q3,July,7,29,23,Saturday
2022-07-24,2022,Q3,July,7,29,24,Sunday
2022-07-25,2022,Q3,July,7,30,25,Monday
2022-07-26,2022,Q3,July,7,30,26,Tuesday
2022-07-27,2022,Q3,July,7,30,27,Wednesday
2022-07-28,2022,Q3,July,7,30,28,Thursday
2022-07-29,2022,Q3,July,7,30,29,Friday
2022-07-30,2022,Q3,July,7,30,30,Saturday
2022-07-31,2022,Q3,July,7,30,31,Sunday
2022-08-01,2022,Q3,August,8,31,1,Monday
2022-08-02,2022,Q3,August,8,31,2,Tuesday
2022-08-03,2022,Q3,August,8,31,3,Wednesday
2022-08-04,2022,Q3,August,8,31,4,Thursday
2022-08-05,2022,Q3,August,8,31,5,Friday
2022-08-06,2022,Q3,August,8,31,6,Saturday
2022-08-07,2022,Q3,August,8,31,7,Sunday
2022-08-08,2022,Q3,August,8,32,8,Monday
2022-08-09,2022,Q3,August,8,32,9,Tuesday
2022-08-10,2022,Q3,August,8,32,10,Wednesday
2022-08-11,2022,Q3,August,8,32,11,Thursday
2022-08-12,2022,Q3,August,8,32,12,Friday
2022-08-13,2022,Q3,August,8,32,13,Saturday
2022-08-14,2022,Q3,August,8,32,14,Sunday
2022-08-15,2022,Q3,August,8,33,15,Monday
2022-08-16,2022,Q3,August,8,33,16,Tuesday
2022-08-17,2022,Q3,August,8,33,17,Wednesday
2022-08-18,2022,Q3,August,8,33,18,Thursday
2022-08-19,2022,Q3,August,8,33,19,Friday
2022-08-20,2022,Q3,August,8,33,20,Saturday
2022-08-21,2022,Q3,August,8,33,21,Sunday
2022-08-22,2022,Q3,August,8,34,22,Monday
2022-08-23,2022,Q3,August,8,34,23,Tuesday
2022-08-24,2022,Q3,August,8,34,24,Wednesday
2022-08-25,2022,Q3,August,8,34,25,Thursday
2022-08-26,2022,Q3,August,8,34,26,Friday
2022-08-27,2022,Q3,August,8,34,27,Saturday
2022-08-28,2022,Q3,August,8,34,28,Sunday
2022-08-29,2022,Q3,August,8,35,29,Monday
2022-08-30,2022,Q3,August,8,35,30,Tuesday
2022-08-31,2022,Q3,August,8,35,31,Wednesday
2022-09-01,2022,Q3,September,9,35,1,Thursday
2022-09-02,2022,Q3,September,9,35,2,Friday
2022-09-03,2022,Q3,September,9,35,3,Saturday
2022-09-04,2022,Q3,September,9,35,4,Sunday
2022-09-05,2022,Q3,September,9,36,5,Monday
2022-09-06,2022,Q3,September,9,36,6,Tuesday
2022-09-07,2022,Q3,September,9,36,7,Wednesday
2022-09-08,2022,Q3,September,9,36,8,Thursday
2022-09-09,2022,Q3,September,9,36,9,Friday
2022-09-10,2022,Q3,September,9,36,10,Saturday
2022-09-11,2022,Q3,September,9,36,11,Sunday
2022-09-12,2022,Q3,September,9,37,12,Monday
2022-09-13,2022,Q3,September,9,37,13,Tuesday
2022-09-14,2022,Q3,September,9,37,14,Wednesday
2022-09-15,2022,Q3,September,9,37,15,Thursday
2022-09-16,2022,Q3,September,9,37,16,Friday
2022-09-17,2022,Q3,September,9,37,17,Saturday
2022-09-18,2022,Q3,September,9,37,18,Sunday
2022-09-19,2022,Q3,September,9,38,19,Monday
2022-09-20,2022,Q3,September,9,38,20,Tuesday
2022-09-21,2022,Q3,September,9,38,21,Wednesday
2022-09-22,2022,Q3,September,9,38,22,Thursday
2022-09-23,2022,Q3,September,9,38,23,Friday
2022-09-24,2022,Q3,September,9,38,24,Saturday
2022-09-25,2022,Q3,September,9,38,25,Sunday
2022-09-26,2022,Q3,September,9,39,26,Monday
2022-09-27,2022,Q3,September,9,39,27,Tuesday
2022-09-28,2022,Q3,September,9,39,28,Wednesday
2022-09-29,2022,Q3,September,9,39,29,Thursday
2022-09-30,2022,Q3,September,9,39,30,Friday
2022-10-01,2022,Q4,October,10,39,1,Saturday
2022-10-02,2022,Q4,October,10,39,2,Sunday
2022-10-03,2022,Q4,October,10,40,3,Monday
2022-10-04,2022,Q4,October,10,40,4,Tuesday
2022-10-05,2022,Q4,October,10,40,5,Wednesday
2022-10-06,2022,Q4,October,10,40,6,Thursday
2022-10-07,2022,Q4,October,10,40,7,Friday
2022-10-08,2022,Q4,October,10,40,8,Saturday
2022-10-09,2022,Q4,October,10,40,9,Sunday
2022-10-10,2022,Q4,October,10,41,10,Monday
2022-10-11,2022,Q4,October,10,41,11,Tuesday
2022-10-12,2022,Q4,October,10,41,12,Wednesday
2022-10-13,2022,Q4,October,10,41,13,Thursday
2022-10-14,2022,Q4,October,10,41,14,Friday
2022-10-15,2022,Q4,October,10,41,15,Saturday
2022-10-16,2022,Q4,October,10,41,16,Sunday
2022-10-17,2022,Q4,October,10,42,17,Monday
2022-10-18,2022,Q4,October,10,42,18,Tuesday
2022-10-19,2022,Q4,October,10,42,19,Wednesday
2022-10-20,2022,Q4,October,10,42,20,Thursday
2022-10-21,2022,Q4,October,10,42,21,Friday
2022-10-22,2022,Q4,October,10,42,22,Saturday
2022-10-23,2022,Q4,October,10,42,23,Sunday
2022-10-24,2022,Q4,October,10,43,24,Monday
2022-10-25,2022,Q4,October,10,43,25,Tuesday
2022-10-26,2022,Q4,October,10,43,26,Wednesday
2022-10-27,2022,Q4,October,10,43,27,Thursday
2022-10-28,2022,Q4,October,10,43,28,Friday
2022-10-29,2022,Q4,October,10,43,29,Saturday
2022-10-30,2022,Q4,October,10,43,30,Sunday
2022-10-31,2022,Q4,October,10,44,31,Monday
2022-11-01,2022,Q4,November,11,44,1,Tuesday
2022-11-02,2022,Q4,November,11,44,2,Wednesday
2022-11-03,2022,Q4,November,11,44,3,Thursday
2022-11-04,2022,Q4,November,11,44,4,Friday
2022-11-05,2022,Q4,November,11,44,5,Saturday
2022-11-06,2022,Q4,November,11,44,6,Sunday
2022-11-07,2022,Q4,November,11,45,7,Monday
2022-11-08,2022,Q4,November,11,45,8,Tuesday
2022-11-09,2022,Q4,November,11,45,9,Wednesday
2022-11-10,2022,Q4,November,11,45,10,Thursday
2022-11-11,2022,Q4,November,11,45,11,Friday
2022-11-12,2022,Q4,November,11,45,12,Saturday
2022-11-13,2022,Q4,November,11,45,13,Sunday
2022-11-14,2022,Q4,November,11,46,14,Monday
2022-11-15,2022,Q4,November,11,46,15,Tuesday
2022-11-16,2022,Q4,November,11,46,16,Wednesday
2022-11-17,2022,Q4,November,11,46,17,Thursday
2022-11-18,2022,Q4,November,11,46,18,Friday
2022-11-19,2022,Q4,November,11,46,19,Saturday
2022-11-20,2022,Q4,November,11,46,20,Sunday
2022-11-21,2022,Q4,November,11,47,21,Monday
2022-11-22,2022,Q4,November,11,47,22,Tuesday
2022-11-23,2022,Q4,November,11,47,23,Wednesday
2022-11-24,2022,Q4,November,11,47,24,Thursday
2022-11-25,2022,Q4,November,11,47,25,Friday
2022-11-26,2022,Q4,November,11,47,26,Saturday
2022-11-27,2022,Q4,November,11,47,27,Sunday
2022-11-28,2022,Q4,November,11,48,28,Monday
2022-11-29,2022,Q4,November,11,48,29,Tuesday
2022-11-30,2022,Q4,November,11,48,30,Wednesday
2022-12-01,2022,Q4,December,12,48,1,Thursday
2022-12-02,2022,Q4,December,12,48,2,Friday
2022-12-03,2022,Q4,December,12,48,3,Saturday
2022-12-04,2022,Q4,December,12,48,4,Sunday
2022-12-05,2022,Q4,December,12,49,5,Monday
2022-12-06,2022,Q4,December,12,49,6,Tuesday
2022-12-07,2022,Q4,December,12,49,7,Wednesday
2022-12-08,2022,Q4,December,12,49,8,Thursday
2022-12-09,2022,Q4,December,12,49,9,Friday
2022-12-10,2022,Q4,December,12,49,10,Saturday
2022-12-11,2022,Q4,December,12,49,11,Sunday
2022-12-12,2022,Q4,December,12,50,12,Monday
2022-12-13,2022,Q4,December,12,50,13,Tuesday
2022-12-14,2022,Q4,December,12,50,14,Wednesday
2022-12-15,2022,Q4,December,12,50,15,Thursday
2022-12-16,2022,Q4,December,12,50,16,Friday
2022-12-17,2022,Q4,December,12,50,17,Saturday
2022-12-18,2022,Q4,December,12,50,18,Sunday
2022-12-19,2022,Q4,December,12,51,19,Monday
2022-12-20,2022,Q4,December,12,51,20,Tuesday
2022-12-21,2022,Q4,December,12,51,21,Wednesday
2022-12-22,2022,Q4,December,12,51,22,Thursday
2022-12-23,2022,Q4,December,12,51,23,Friday
2022-12-24,2022,Q4,December,12,51,24,Saturday
2022-12-25,2022,Q4,December,12,51,25,Sunday
2022-12-26,2022,Q4,December,12,52,26,Monday
2022-12-27,2022,Q4,December,12,52,27,Tuesday
2022-12-28,2022,Q4,December,12,52,28,Wednesday
2022-12-29,2022,Q4,December,12,52,29,Thursday
2022-12-30,2022,Q4,December,12,52,30,Friday
2022-12-31,2022,Q4,December,12,52,31,Saturday
2023-01-01,2023,Q1,January,1,52,1,Sunday
2023-01-02,2023,Q1,January,1,1,2,Monday
2023-01-03,2023,Q1,January,1,1,3,Tuesday
2023-01-04,2023,Q1,January,1,1,4,Wednesday
2023-01-05,2023,Q1,January,1,1,5,Thursday
2023-01-06,2023,Q1,January,1,1,6,Friday
2023-01-07,2023,Q1,January,1,1,7,Saturday
2023-01-08,2023,Q1,January,1,1,8,Sunday
2023-01-09,2023,Q1,January,1,2,9,Monday
2023-01-10,2023,Q1,January,1,2,10,Tuesday
2023-01-11,2023,Q1,January,1,2,11,Wednesday
2023-01-12,2023,Q1,January,1,2,12,Thursday
2023-01-13,2023,Q1,January,1,2,13,Friday
2023-01-14,2023,Q1,January,1,2,14,Saturday
2023-01-15,2023,Q1,January,1,2,15,Sunday
2023-01-16,2023,Q1,January,1,3,16,Monday
2023-01-17,2023,Q1,January,1,3,17,Tuesday
2023-01-18,2023,Q1,January,1,3,18,Wednesday
2023-01-19,2023,Q1,January,1,3,19,Thursday
2023-01-20,2023,Q1,January,1,3,20,Friday
2023-01-21,2023,Q1,January,1,3,21,Saturday
2023-01-22,2023,Q1,January,1,3,22,Sunday
2023-01-23,2023,Q1,January,1,4,23,Monday
2023-01-24,2023,Q1,January,1,4,24,Tuesday
2023-01-25,2023,Q1,January,1,4,25,Wednesday
2023-01-26,2023,Q1,January,1,4,26,Thursday
2023-01-27,2023,Q1,January,1,4,27,Friday
2023-01-28,2023,Q1,January,1,4,28,Saturday
2023-01-29,2023,Q1,January,1,4,29,Sunday
2023-01-30,2023,Q1,January,1,5,30,Monday
2023-01-31,2023,Q1,January,1,5,31,Tuesday
2023-02-01,2023,Q1,February,2,5,1,Wednesday
2023-02-02,2023,Q1,February,2,5,2,Thursday
2023-02-03,2023,Q1,February,2,5,3,Friday
2023-02-04,2023,Q1,February,2,5,4,Saturday
2023-02-05,2023,Q1,February,2,5,5,Sunday
2023-02-06,2023,Q1,February,2,6,6,Monday
2023-02-07,2023,Q1,February,2,6,7,Tuesday
2023-02-08,2023,Q1,February,2,6,8,Wednesday
2023-02-09,2023,Q1,February,2,6,9,Thursday
2023-02-10,2023,Q1,February,2,6,10,Friday
2023-02-11,2023,Q1,February,2,6,11,Saturday
2023-02-12,2023,Q1,February,2,6,12,Sunday
2023-02-13,2023,Q1,February,2,7,13,Monday
2023-02-14,2023,Q1,February,2,7,14,Tuesday
2023-02-15,2023,Q1,February,2,7,15,Wednesday
2023-02-16,2023,Q1,February,2,7,16,Thursday
2023-02-17,2023,Q1,February,2,7,17,Friday
2023-02-18,2023,Q1,February,2,7,18,Saturday
2023-02-19,2023,Q1,February,2,7,19,Sunday
2023-02-20,2023,Q1,February,2,8,20,Monday
2023-02-21,2023,Q1,February,2,8,21,Tuesday
2023-02-22,2023,Q1,February,2,8,22,Wednesday
2023-02-23,2023,Q1,February,2,8,23,Thursday
2023-02-24,2023,Q1,February,2,8,24,Friday
2023-02-25,2023,Q1,February,2,8,25,Saturday
2023-02-26,2023,Q1,February,2,8,26,Sunday
2023-02-27,2023,Q1,February,2,9,27,Monday
2023-02-28,2023,Q1,February,2,9,28,Tuesday
2023-03-01,2023,Q1,March,3,9,1,Wednesday
2023-03-02,2023,Q1,March,3,9,2,Thursday
2023-03-03,2023,Q1,March,3,9,3,Friday
2023-03-04,2023,Q1,March,3,9,4,Saturday
2023-03-05,2023,Q1,March,3,9,5,Sunday
2023-03-06,2023,Q1,March,3,10,6,Monday
2023-03-07,2023,Q1,March,3,10,7,Tuesday
2023-03-08,2023,Q1,March,3,10,8,Wednesday
2023-03-09,2023,Q1,March,3,10,9,Thursday
2023-03-10,2023,Q1,March,3,10,10,Friday
2023-03-11,2023,Q1,March,3,10,11,Saturday
2023-03-12,2023,Q1,March,3,10,12,Sunday
2023-03-13,2023,Q1,March,3,11,13,Monday
2023-03-14,2023,Q1,March,3,11,14,Tuesday
2023-03-15,2023,Q1,March,3,11,15,Wednesday
2023-03-16,2023,Q1,March,3,11,16,Thursday
2023-03-17,2023,Q1,March,3,11,17,Friday
2023-03-18,2023,Q1,March,3,11,18,Saturday
2023-03-19,2023,Q1,March,3,11,19,Sunday
2023-03-20,2023,Q1,March,3,12,20,Monday
2023-03-21,2023,Q1,March,3,12,21,Tuesday
2023-03-22,2023,Q1,March,3,12,22,Wednesday
2023-03-23,2023,Q1,March,3,12,23,Thursday
2023-03-24,2023,Q1,March,3,12,24,Friday
2023-03-25,2023,Q1,March,3,12,25,Saturday
2023-03-26,2023,Q1,March,3,12,26,Sunday
2023-03-27,2023,Q1,March,3,13,27,Monday
2023-03-28,2023,Q1,March,3,13,28,Tuesday
2023-03-29,2023,Q1,March,3,13,29,Wednesday
2023-03-30,2023,Q1,March,3,13,30,Thursday
2023-03-31,2023,Q1,March,3,13,31,Friday
2023-04-01,2023,Q2,April,4,13,1,Saturday
2023-04-02,2023,Q2,April,4,13,2,Sunday
2023-04-03,2023,Q2,April,4,14,3,Monday
2023-04-04,2023,Q2,April,4,14,4,Tuesday
2023-04-05,2023,Q2,April,4,14,5,Wednesday
2023-04-06,2023,Q2,April,4,14,6,Thursday
2023-04-07,2023,Q2,April,4,14,7,Friday
2023-04-08,2023,Q2,April,4,14,8,Saturday
2023-04-09,2023,Q2,April,4,14,9,Sunday
2023-04-10,2023,Q2,April,4,15,10,Monday
2023-04-11,2023,Q2,April,4,15,11,Tuesday
2023-04-12,2023,Q2,April,4,15,12,Wednesday
2023-04-13,2023,Q2,April,4,15,13,Thursday
2023-04-14,2023,Q2,April,4,15,14,Friday
2023-04-15,2023,Q2,April,4,15,15,Saturday
2023-04-16,2023,Q2,April,4,15,16,Sunday
2023-04-17,2023,Q2,April,4,16,17,Monday
2023-04-18,2023,Q2,April,4,16,18,Tuesday
2023-04-19,2023,Q2,April,4,16,19,Wednesday
2023-04-20,2023,Q2,April,4,16,20,Thursday
2023-04-21,2023,Q2,April,4,16,21,Friday
2023-04-22,2023,Q2,April,4,16,22,Saturday
2023-04-23,2023,Q2,April,4,16,23,Sunday
2023-04-24,2023,Q2,April,4,17,24,Monday
2023-04-25,2023,Q2,April,4,17,25,Tuesday
2023-04-26,2023,Q2,April,4,17,26,Wednesday
2023-04-27,2023,Q2,April,4,17,27,Thursday
2023-04-28,2023,Q2,April,4,17,28,Friday
2023-04-29,2023,Q2,April,4,17,29,Saturday
2023-04-30,2023,Q2,April,4,17,30,Sunday
2023-05-01,2023,Q2,May,5,18,1,Monday
2023-05-02,2023,Q2,May,5,18,2,Tuesday
2023-05-03,2023,Q2,May,5,18,3,Wednesday
2023-05-04,2023,Q2,May,5,18,4,Thursday
2023-05-05,2023,Q2,May,5,18,5,Friday
2023-05-06,2023,Q2,May,5,18,6,Saturday
2023-05-07,2023,Q2,May,5,18,7,Sunday
2023-05-08,2023,Q2,May,5,19,8,Monday
2023-05-09,2023,Q2,May,5,19,9,Tuesday
2023-05-10,2023,Q2,May,5,19,10,Wednesday
2023-05-11,2023,Q2,May,5,19,11,Thursday
2023-05-12,2023,Q2,May,5,19,12,Friday
2023-05-13,2023,Q2,May,5,19,13,Saturday
2023-05-14,2023,Q2,May,5,19,14,Sunday
2023-05-15,2023,Q2,May,5,20,15,Monday
2023-05-16,2023,Q2,May,5,20,16,Tuesday
2023-05-17,2023,Q2,May,5,20,17,Wednesday
2023-05-18,2023,Q2,May,5,20,18,Thursday
2023-05-19,2023,Q2,May,5,20,19,Friday
2023-05-20,2023,Q2,May,5,20,20,Saturday
2023-05-21,2023,Q2,May,5,20,21,Sunday
2023-05-22,2023,Q2,May,5,21,22,Monday
2023-05-23,2023,Q2,May,5,21,23,Tuesday
2023-05-24,2023,Q2,May,5,21,24,Wednesday
2023-05-25,2023,Q2,May,5,21,25,Thursday
2023-05-26,2023,Q2,May,5,21,26,Friday
2023-05-27,2023,Q2,May,5,21,27,Saturday
2023-05-28,2023,Q2,May,5,21,28,Sunday
2023-05-29,2023,Q2,May,5,22,29,Monday
2023-05-30,2023,Q2,May,5,22,30,Tuesday
2023-05-31,2023,Q2,May,5,22,31,Wednesday
2023-06-01,2023,Q2,June,6,22,1,Thursday
2023-06-02,2023,Q2,June,6,22,2,Friday
2023-06-03,2023,Q2,June,6,22,3,Saturday
2023-06-04,2023,Q2,June,6,22,4,Sunday
2023-06-05,2023,Q2,June,6,23,5,Monday
2023-06-06,2023,Q2,June,6,23,6,Tuesday
2023-06-07,2023,Q2,June,6,23,7,Wednesday
2023-06-08,2023,Q2,June,6,23,8,Thursday
2023-06-09,2023,Q2,June,6,23,9,Friday
2023-06-10,2023,Q2,June,6,23,10,Saturday
2023-06-11,2023,Q2,June,6,23,11,Sunday
2023-06-12,2023,Q2,June,6,24,12,Monday
2023-06-13,2023,Q2,June,6,24,13,Tuesday
2023-06-14,2023,Q2,June,6,24,14,Wednesday
2023-06-15,2023,Q2,June,6,24,15,Thursday
2023-06-16,2023,Q2,June,6,24,16,Friday
2023-06-17,2023,Q2,June,6,24,17,Saturday
2023-06-18,2023,Q2,June,6,24,18,Sunday
2023-06-19,2023,Q2,June,6,25,19,Monday
2023-06-20,2023,Q2,June,6,25,20,Tuesday
2023-06-21,2023,Q2,June,6,25,21,Wednesday
2023-06-22,2023,Q2,June,6,25,22,Thursday
2023-06-23,2023,Q2,June,6,25,23,Friday
2023-06-24,2023,Q2,June,6,25,24,Saturday
2023-06-25,2023,Q2,June,6,25,25,Sunday
2023-06-26,2023,Q2,June,6,26,26,Monday
2023-06-27,2023,Q2,June,6,26,27,Tuesday
2023-06-28,2023,Q2,June,6,26,28,Wednesday
2023-06-29,2023,Q2,June,6,26,29,Thursday
2023-06-30,2023,Q2,June,6,26,30,Friday
2023-07-01,2023,Q3,July,7,26,1,Saturday
2023-07-02,2023,Q3,July,7,26,2,Sunday
2023-07-03,2023,Q3,July,7,27,3,Monday
2023-07-04,2023,Q3,July,7,27,4,Tuesday
2023-07-05,2023,Q3,July,7,27,5,Wednesday
2023-07-06,2023,Q3,July,7,27,6,Thursday
2023-07-07,2023,Q3,July,7,27,7,Friday
2023-07-08,2023,Q3,July,7,27,8,Saturday
2023-07-09,2023,Q3,July,7,27,9,Sunday
2023-07-10,2023,Q3,July,7,28,10,Monday
2023-07-11,2023,Q3,July,7,28,11,Tuesday
2023-07-12,2023,Q3,July,7,28,12,Wednesday
2023-07-13,2023,Q3,July,7,28,13,Thursday
2023-07-14,2023,Q3,July,7,28,14,Friday
2023-07-15,2023,Q3,July,7,28,15,Saturday
2023-07-16,2023,Q3,July,7,28,16,Sunday
2023-07-17,2023,Q3,July,7,29,17,Monday
2023-07-18,2023,Q3,July,7,29,18,Tuesday
2023-07-19,2023,Q3,July,7,29,19,Wednesday
2023-07-20,2023,Q3,July,7,29,20,Thursday
2023-07-21,2023,Q3,July,7,29,21,Friday
2023-07-22,2023,Q3,July,7,29,22,Saturday
2023-07-23,2023,Q3,July,7,29,23,Sunday
2023-07-24,2023,Q3,July,7,30,24,Monday
2023-07-25,2023,Q3,July,7,30,25,Tuesday
2023-07-26,2023,Q3,July,7,30,26,Wednesday
2023-07-27,2023,Q3,July,7,30,27,Thursday
2023-07-28,2023,Q3,July,7,30,28,Friday
2023-07-29,2023,Q3,July,7,30,29,Saturday
2023-07-30,2023,Q3,July,7,30,30,Sunday
2023-07-31,2023,Q3,July,7,31,31,Monday
2023-08-01,2023,Q3,August,8,31,1,Tuesday
2023-08-02,2023,Q3,August,8,31,2,Wednesday
2023-08-03,2023,Q3,August,8,31,3,Thursday
2023-08-04,2023,Q3,August,8,31,4,Friday
2023-08-05,2023,Q3,August,8,31,5,Saturday
2023-08-06,2023,Q3,August,8,31,6,Sunday
2023-08-07,2023,Q3,August,8,32,7,Monday
2023-08-08,2023,Q3,August,8,32,8,Tuesday
2023-08-09,2023,Q3,August,8,32,9,Wednesday
2023-08-10,2023,Q3,August,8,32,10,Thursday
2023-08-11,2023,Q3,August,8,32,11,Friday
2023-08-12,2023,Q3,August,8,32,12,Saturday
2023-08-13,2023,Q3,August,8,32,13,Sunday
2023-08-14,2023,Q3,August,8,33,14,Monday
2023-08-15,2023,Q3,August,8,33,15,Tuesday
2023-08-16,2023,Q3,August,8,33,16,Wednesday
2023-08-17,2023,Q3,August,8,33,17,Thursday
2023-08-18,2023,Q3,August,8,33,18,Friday
2023-08-19,2023,Q3,August,8,33,19,Saturday
2023-08-20,2023,Q3,August,8,33,20,Sunday
2023-08-21,2023,Q3,August,8,34,21,Monday
2023-08-22,2023,Q3,August,8,34,22,Tuesday
2023-08-23,2023,Q3,August,8,34,23,Wednesday
2023-08-24,2023,Q3,August,8,34,24,Thursday
2023-08-25,2023,Q3,August,8,34,25,Friday
2023-08-26,2023,Q3,August,8,34,26,Saturday
2023-08-27,2023,Q3,August,8,34,27,Sunday
2023-08-28,2023,Q3,August,8,35,28,Monday
2023-08-29,2023,Q3,August,8,35,29,Tuesday
2023-08-30,2023,Q3,August,8,35,30,Wednesday
2023-08-31,2023,Q3,August,8,35,31,Thursday
2023-09-01,2023,Q3,September,9,35,1,Friday
2023-09-02,2023,Q3,September,9,35,2,Saturday
2023-09-03,2023,Q3,September,9,35,3,Sunday
2023-09-04,2023,Q3,September,9,36,4,Monday
2023-09-05,2023,Q3,September,9,36,5,Tuesday
2023-09-06,2023,Q3,September,9,36,6,Wednesday
2023-09-07,2023,Q3,September,9,36,7,Thursday
2023-09-08,2023,Q3,September,9,36,8,Friday
2023-09-09,2023,Q3,September,9,36,9,Saturday
2023-09-10,2023,Q3,September,9,36,10,Sunday
2023-09-11,2023,Q3,September,9,37,11,Monday
2023-09-12,2023,Q3,September,9,37,12,Tuesday
2023-09-13,2023,Q3,September,9,37,13,Wednesday
2023-09-14,2023,Q3,September,9,37,14,Thursday
2023-09-15,2023,Q3,September,9,37,15,Friday
2023-09-16,2023,Q3,September,9,37,16,Saturday
2023-09-17,2023,Q3,September,9,37,17,Sunday
2023-09-18,2023,Q3,September,9,38,18,Monday
2023-09-19,2023,Q3,September,9,38,19,Tuesday
2023-09-20,2023,Q3,September,9,38,20,Wednesday
2023-09-21,2023,Q3,September,9,38,21,Thursday
2023-09-22,2023,Q3,September,9,38,22,Friday
2023-09-23,2023,Q3,September,9,38,23,Saturday
2023-09-24,2023,Q3,September,9,38,24,Sunday
2023-09-25,2023,Q3,September,9,39,25,Monday
2023-09-26,2023,Q3,September,9,39,26,Tuesday
2023-09-27,2023,Q3,September,9,39,27,Wednesday
2023-09-28,2023,Q3,September,9,39,28,Thursday
2023-09-29,2023,Q3,September,9,39,29,Friday
2023-09-30,2023,Q3,September,9,39,30,Saturday
2023-10-01,2023,Q4,October,10,39,1,Sunday
2023-10-02,2023,Q4,October,10,40,2,Monday
2023-10-03,2023,Q4,October,10,40,3,Tuesday
2023-10-04,2023,Q4,October,10,40,4,Wednesday
2023-10-05,2023,Q4,October,10,40,5,Thursday
2023-10-06,2023,Q4,October,10,40,6,Friday
2023-10-07,2023,Q4,October,10,40,7,Saturday
2023-10-08,2023,Q4,October,10,40,8,Sunday
2023-10-09,2023,Q4,October,10,41,9,Monday
2023-10-10,2023,Q4,October,10,41,10,Tuesday
2023-10-11,2023,Q4,October,10,41,11,Wednesday
2023-10-12,2023,Q4,October,10,41,12,Thursday
2023-10-13,2023,Q4,October,10,41,13,Friday
2023-10-14,2023,Q4,October,10,41,14,Saturday
2023-10-15,2023,Q4,October,10,41,15,Sunday
2023-10-16,2023,Q4,October,10,42,16,Monday
2023-10-17,2023,Q4,October,10,42,17,Tuesday
2023-10-18,2023,Q4,October,10,42,18,Wednesday
2023-10-19,2023,Q4,October,10,42,19,Thursday
2023-10-20,2023,Q4,October,10,42,20,Friday
2023-10-21,2023,Q4,October,10,42,21,Saturday
2023-10-22,2023,Q4,October,10,42,22,Sunday
2023-10-23,2023,Q4,October,10,43,23,Monday
2023-10-24,2023,Q4,October,10,43,24,Tuesday
2023-10-25,2023,Q4,October,10,43,25,Wednesday
2023-10-26,2023,Q4,October,10,43,26,Thursday
2023-10-27,2023,Q4,October,10,43,27,Friday
2023-10-28,2023,Q4,October,10,43,28,Saturday
2023-10-29,2023,Q4,October,10,43,29,Sunday
2023-10-30,2023,Q4,October,10,44,30,Monday
